Image Name,Transcript
000000_700.7.jpg,okay so that next topic is called
000001_734.1.jpg,
000002_800.8.jpg,
000003_834.2.jpg,
000004_867.5.jpg,
000005_900.9.jpg,
000006_967.6.jpg,
000007_1001.0.jpg,
000008_1034.4.jpg,
000009_1067.7.jpg,
000010_1101.1.jpg,
000011_5338.7.jpg,bagging or bootstrap aggregation which is an in a way of using trees and
000012_10677.3.jpg,ensembl an average of trees to improve their prediction error and as well see
000013_16016.0.jpg,that the bagging methods well I'll mention the bag method is due to leo breiman and it's kind of a bootstrap
000014_21354.7.jpg,process and I remember seeing well first time I saw this what would that been maybe in the mid-90s I knew a lot about
000015_26693.3.jpg,the bootstrap actually I was a student at Brett I found invented the bootstrap
000016_32032.0.jpg,and Brad and I wrote a book together on the bootstrap in the early 90s and then when I when I saw other the bad idea
000017_37370.7.jpg,from from leo I thought this looks really crazy usually the bootstrap was
000018_42709.3.jpg,used to get a good idea of standard errors or bias but Leo wants to use bootstrap to get produce a whole bunch
000019_48048.0.jpg,of trees and to average them which sounded really crazy to me and it was a reminder to me that you see an idea
000020_53386.7.jpg,looks really crazy it's got a reasonable chance of actually being really good right if things look very familiar
000021_58725.3.jpg,they're not they're not likely to be big steps forward this was a big step forward and took me and others a long
000022_62028.6.jpg,time to realize that and and bagging and you'll see random forests that we're
000023_62062.0.jpg,
000024_64064.0.jpg,gonna talk about as well they used all
000025_69402.7.jpg,over and I just was at a talk the other day we random forest was the primary
000026_74741.3.jpg,tool used in a big image classification problem using state-of-the-art methods
000027_79779.7.jpg,and random forests was at the heart of it okay so let's see what the back idea
000028_79846.4.jpg,
000029_79946.5.jpg,
000030_80080.0.jpg,
000031_80146.7.jpg,
000032_80180.1.jpg,
000033_80213.5.jpg,
000034_80246.8.jpg,
000035_80313.6.jpg,
000036_80513.8.jpg,
000037_80580.5.jpg,
000038_80613.9.jpg,
000039_80680.6.jpg,
000040_85418.7.jpg,is so it's the basic it's a way of
000041_90757.3.jpg,taking about a bunch of independent observation and taking their average to reduce variance so just recall if we had
000042_126459.7.jpg,a bunch of observations e1 through Zn the independent observations with variance Sigma squared that if you take their average the variance of the mean of the mean Y bar is Sigma squared over N so by taking an average of independent things we reduced the variance by n that's good so what does that say to us in terms of supervised learning it says that we had more than one training set we could grow for example a tree on each training set and take the average tree right now that doesn't really help us probably cuz we don't have multiple training sets let's assume we just have our the weren't available training set well bagging is gonna is going to try to
