Image Name,Transcript
000000_1368.0.jpg,okay here we are today we're going to
000001_1601.6.jpg,
000002_2302.3.jpg,
000003_5338.7.jpg,look at trees and lots of trees you're
000004_10677.3.jpg,going to look at decision trees and then later on we can look at random forests
000005_16016.0.jpg,and we're gonna see how to fit these in our and just as before we use in our studio and so here we are we've got in
000006_21354.7.jpg,our studio session and we're going to
000007_26693.3.jpg,use markdown and we'll start off by just getting our packages loaded including
000008_32032.0.jpg,the tree package which you need to load and we're going to start off with the
000009_33299.9.jpg,car seats data so we got all those
000010_37370.7.jpg,loaded and let's just have a look at our
000011_42709.3.jpg,data we are look at the histogram of sales and we see sales is a quantitative
000012_48048.0.jpg,variable I want to demonstrate using
000013_53386.7.jpg,trees with a with a binary response so we'll turn sales into a binary variable
000014_58725.3.jpg,which will create called hi and you'll
000015_64064.0.jpg,see there if else sales is less than 8 we will say it's the it's not high so
000016_69402.7.jpg,the sales are not high otherwise yes so that if else is a handy construct okay
000017_74741.3.jpg,and and now we will put hi back onto our data frame in which we can just use with
000018_80080.0.jpg,the data frame command and it's smart enough these car seats is a data frame
000019_85418.7.jpg,so really got some variables it includes a variable high on it so there we're done and so now we created a binary
000020_90757.3.jpg,variable and now we're going to fit them model using trees now of course we can't
000021_96096.0.jpg,leave sales if we're going to use the dot notation as we have before we have
000022_101434.7.jpg,to exclude sales because the the our response here hi was created from sales
000023_106773.3.jpg,so you can put a minus sign in a formula so we got hi twiddle dot minus sales so
000024_112112.0.jpg,that means model hi as a function of
000025_117450.7.jpg,everything except sales you've taken sales out and you can subtract other variables out the formula as well so
000026_122789.3.jpg,it's just a handy way of doing it and so we foot the tree and now we we do a
000027_128128.0.jpg,summary and under knee and we see the summary below there we see the variables
000028_133466.7.jpg,that we involved number of terminal nodes
000029_138805.3.jpg,residual mean deviance which in this case is yeah it's a binary response so
000030_144144.0.jpg,it's a binomial deviance and we can plot
000031_145545.4.jpg,the tree which we do and you get a plot
000032_149482.7.jpg,
000033_154821.3.jpg,of a binary tree you see all the terminal nodes and you can annotate it with a command text which is very handy
000034_160160.0.jpg,now on the in this picture yeah the font
000035_165498.7.jpg,is bigger I made the font big enough so that you could see it of course what
000036_170837.3.jpg,that means is you can't actually see all the details but there's so many variables there's so many splits in this
000037_176176.0.jpg,tree that it's a complex tree to to to to look at so we wouldn't really learn a
000038_181514.7.jpg,huge amount from this tree and what you do see is that each of the terminal nodes so if we look down here at the
000039_186853.3.jpg,terminal nodes they labeled yes or no and and each of the splitting variables
000040_192192.0.jpg,is labeled at the place where the split took place and at which value of their
000041_197530.7.jpg,variable the split occurred and then by the time you get to a terminal node the
